Código [-],Município [-],UF [-],DC [2024],RCL [2024],CAPAG [2024]
5001508,Bandeirantes,MS,0.0,84916604.47,C
1703057,Bandeirantes do Tocantins,TO,10570318.07,40358918.42,n.d.
1501253,Bannach,PA,1571811.36,37258350.26,n.d.
2902658,Banzaê,BA,13238056.96,89818307.7,B
4301651,Barão,RS,13847941.1,44212109.19,A
3505005,Barão de Antonina,SP,23291.91,30856637.21,n.d.
3105400,Barão de Cocais,MG,27052566.83,285101374.96,A
4301701,Barão de Cotegipe,RS,111894.18,44426155.9,A
2101509,Barão de Grajaú,MA,0.0,86609611.23,C
5101605,Barão de Melgaço,MT,0.0,43553073.54,C
3105509,Barão do Monte Alto,MG,10678205.09,34832295.27,n.d.
4301750,Barão do Triunfo,RS,2029091.21,30557715.74,n.d.
2401453,Baraúna,RN,50945998.57,143128840.34,C
2501534,Baraúna,PB,1017733.37,31748817.52,n.e.
3105608,Barbacena,MG,0.0,0.0,n.d.
2301901,Barbalha,CE,43334711.84,485047742.54,B
3505104,Barbosa,SP,12016573.88,41858557.86,n.d.
4102505,Barbosa Ferraz,PR,8246832.6,64148921.7,C
1501303,Barcarena,PA,46535735.33,1054107373.76,A
2401503,Barcelona,RN,0.0,28706503.02,n.d.
1300409,Barcelos,AM,11359638.39,104133784.45,n.e.
3505203,Bariri,SP,35659568.98,168560574.33,C
2902708,Barra,BA,9686264.35,237284022.74,n.e.
3505302,Barra Bonita,SP,1716040.19,202677868.57,C
4202099,Barra Bonita,SC,2560857.2,25913690.74,A
2902807,Barra da Estiva,BA,37733546.18,111213248.91,B
2201176,Barra D'Alcântara,PI,182413.56,18759359.95,C
2601300,Barra de Guabiraba,PE,33853673.46,71145266.42,C
2501609,Barra de Santa Rosa,PB,25277170.5,71282176.87,n.e.
2501575,Barra de Santana,PB,9398249.29,44736573.74,n.d.
2700508,Barra de Santo Antônio,AL,1272627.72,136583150.36,C
3200904,Barra de São Francisco,ES,82223327.19,199842928.51,C
2501708,Barra de São Miguel,PB,4172516.34,47735762.06,n.e.
2700607,Barra de São Miguel,AL,12466063.59,122362879.76,A
5101704,Barra do Bugres,MT,17529043.1,184544718.86,C
3505351,Barra do Chapéu,SP,2029113.62,41596680.0,n.d.
2902906,Barra do Choça,BA,93058970.58,178815011.37,B
2101608,Barra do Corda,MA,0.0,337312093.13,C
5101803,Barra do Garças,MT,40967156.8,378636777.64,C
4301859,Barra do Guarita,RS,1299953.58,28091712.33,A
4102703,Barra do Jacaré,PR,621287.66,31077697.89,A
2903003,Barra do Mendes,BA,16664529.65,72968325.34,C
1703073,Barra do Ouro,TO,5039687.07,30964653.43,C
3300308,Barra do Piraí,RJ,170370327.17,395851060.21,n.d.
4301875,Barra do Quaraí,RS,5997540.51,37767895.46,A
4301909,Barra do Ribeiro,RS,548784.46,64187230.54,B+
4301925,Barra do Rio Azul,RS,1642694.81,32882210.74,A
2903102,Barra do Rocha,BA,34205976.49,49649951.24,C
3505401,Barra do Turvo,SP,24760485.52,60116356.93,n.d.
2800605,Barra dos Coqueiros,SE,94272033.35,290998214.71,B
4301958,Barra Funda,RS,4492413.57,28361575.08,A
3105707,Barra Longa,MG,6574022.98,39275970.62,C
3300407,Barra Mansa,RJ,58605466.06,845829848.71,C
4202107,Barra Velha,SC,42480950.6,291149119.3,A
4102604,Barracão,PR,2436425.85,55071047.4,n.d.
4301800,Barracão,RS,3910187.85,41696054.64,B
2201200,Barras,PI,1873242.87,236877575.8,B
2301950,Barreira,CE,44535673.62,110119175.99,C
2903201,Barreiras,BA,851127589.5,918418391.18,C
2201309,Barreiras do Piauí,PI,4673439.56,32530090.0,C
1300508,Barreirinha,AM,5992055.38,184528657.6,C
2101707,Barreirinhas,MA,0.0,286389275.07,C
2601409,Barreiros,PE,39945044.49,180624559.59,C
3505500,Barretos,SP,596032180.9,939090095.83,C
3505609,Barrinha,SP,56358818.69,152068770.2,n.d.
2302008,Barro,CE,42407845.23,87530398.59,C
2903235,Barro Alto,BA,42910808.15,60428650.63,n.d.
5203203,Barro Alto,GO,14646024.36,165778848.29,n.d.
2201408,Barro Duro,PI,6333183.3,36510262.3,C
2903300,Barro Preto,BA,15226212.5,49082269.85,C
2903276,Barrocas,BA,14294377.76,106632887.86,C
1703107,Barrolândia,TO,5259406.08,32576018.32,C
2302057,Barroquinha,CE,12381401.72,84646736.72,n.d.
4302006,Barros Cassal,RS,2155389.04,46261990.57,C
3105905,Barroso,MG,2265754.91,101611484.14,A
3505708,Barueri,SP,32894828.99,4920205255.87,A
3505807,Bastos,SP,4373335.25,127965212.47,B
5001904,Bataguassu,MS,8029270.35,152126887.18,C
2201507,Batalha,PI,15127285.27,107705174.86,C
2700706,Batalha,AL,0.0,0.0,n.e.
3505906,Batatais,SP,62524275.72,318944166.7,C
5002001,Batayporã,MS,15325301.22,83504002.04,A
2302107,Baturité,CE,78017956.53,195179376.11,C
3506003,Bauru,SP,180399476.12,1788873852.91,C
2501807,Bayeux,PB,361428089.45,310023956.25,D
3506102,Bebedouro,SP,92138303.73,439893342.63,C
2302206,Beberibe,CE,33359367.5,248517769.5,C
2302305,Bela Cruz,CE,66140258.9,130925574.1,C
5002100,Bela Vista,MS,45897357.37,153071201.25,C
4102752,Bela Vista da Caroba,PR,102618.32,30618094.62,A
5203302,Bela Vista de Goiás,GO,14424008.44,154219804.43,B
3106002,Bela Vista de Minas,MG,2496826.49,73574213.47,A
2101772,Bela Vista do Maranhão,MA,0.0,93800786.0,C
4102802,Bela Vista do Paraíso,PR,24031588.16,84278644.38,A
2201556,Bela Vista do Piauí,PI,226532.02,26743901.05,C
4202131,Bela Vista do Toldo,SC,6806008.6,44789362.99,A
2101731,Belágua,MA,10651072.53,76194040.43,C
1501402,Belém,PA,1809490860.18,4928450080.67,A
2501906,Belém,PB,13648560.45,74423698.51,n.e.
2700805,Belém,AL,1583473.39,70442762.77,A
2601508,Belém de Maria,PE,27975299.85,65373707.69,A
2502003,Belém do Brejo do Cruz,PB,23039778.51,42925566.32,C
2201572,Belém do Piauí,PI,5709082.62,32660173.66,C
2601607,Belém do São Francisco,PE,21931651.85,87308823.09,C
3300456,Belford Roxo,RJ,470779257.2,1596842165.38,n.e.
3106101,Belmiro Braga,MG,96621.33,38459966.85,A
2903409,Belmonte,BA,173329031.92,99352192.63,n.d.
4202156,Belmonte,SC,0.0,28161478.39,A+
2903508,Belo Campo,BA,32656192.87,102679646.01,C
3106200,Belo Horizonte,MG,4864284386.26,16993632192.86,A+
2601706,Belo Jardim,PE,64347552.77,311320653.21,C
2700904,Belo Monte,AL,5766607.22,62245676.38,C
3106309,Belo Oriente,MG,55521839.28,187778382.76,C
3106408,Belo Vale,MG,0.0,152953291.45,n.d.
1501451,Belterra,PA,26851205.74,104027852.54,C
2201606,Beneditinos,PI,5464561.36,63018349.3,n.d.
2101806,Benedito Leite,MA,31448.79,33778263.95,C
4202206,Benedito Novo,SC,14054006.32,60524987.45,A
1501501,Benevides,PA,17987222.57,269394036.9,A
1300607,Benjamin Constant,AM,45269326.17,256799803.04,n.d.
4302055,Benjamin Constant do Sul,RS,2000000.0,25254349.63,A
3506201,Bento de Abreu,SP,788293.81,34273160.06,n.d.
2401602,Bento Fernandes,RN,11937414.88,35281672.77,C
4302105,Bento Gonçalves,RS,0.0,0.0,n.d.
2101905,Bequimão,MA,0.0,78495104.83,C
3106507,Berilo,MG,5400942.72,47281876.09,C
3106655,Berizal,MG,1095431.77,27869907.45,n.d.
2502052,Bernardino Batista,PB,212391.79,43632038.67,A+
3506300,Bernardino de Campos,SP,3537733.57,67647360.63,C
2101939,Bernardo do Mearim,MA,0.0,46467860.95,C
1703206,Bernardo Sayão,TO,278855.13,30694298.62,B
3506359,Bertioga,SP,269407858.64,790938657.68,C
2201705,Bertolínia,PI,0.0,41302811.7,C
3106606,Bertópolis,MG,0.0,36428050.26,n.d.
1300631,Beruri,AM,4419022.67,111633179.44,n.d.
2601805,Betânia,PE,8815835.12,68030098.39,C
2201739,Betânia do Piauí,PI,2008316.01,41068828.34,C
3106705,Betim,MG,1236586044.69,2598310066.47,C
2601904,Bezerros,PE,72955461.39,218614629.27,B
3106804,Bias Fortes,MG,172596.27,27620171.82,A
3106903,Bicas,MG,12243437.48,62544615.14,C
4202305,Biguaçu,SC,46469518.1,387290889.37,B
3506409,Bilac,SP,2899870.68,51521466.2,C
3107000,Biquinhas,MG,3079724.53,30373092.32,n.d.
3506508,Birigui,SP,48570577.34,580261421.78,B
3506607,Biritiba Mirim,SP,16352813.36,141295418.42,A
2903607,Biritinga,BA,100886866.23,110360223.63,B
4102901,Bituruna,PR,13867204.85,112412001.08,A
4202404,Blumenau,SC,1396341662.26,2377835729.87,B
3107109,Boa Esperança,MG,41512246.69,212963015.95,n.e.
3201001,Boa Esperança,ES,3897879.59,92246284.96,A
4103008,Boa Esperança,PR,1032297.91,43712611.67,n.d.
4103024,Boa Esperança do Iguaçu,PR,805165.08,68232335.02,A
3506706,Boa Esperança do Sul,SP,5808643.92,99757079.78,n.d.
2201770,Boa Hora,PI,1476633.06,38266003.0,C
2903706,Boa Nova,BA,0.0,0.0,n.d.
2502102,Boa Ventura,PB,10143689.16,32713055.04,B
4103040,Boa Ventura de São Roque,PR,0.0,0.0,n.d.
2302404,Boa Viagem,CE,44651999.99,259491896.6,C
1400100,Boa Vista,RR,189306866.5,2379017453.98,A
2502151,Boa Vista,PB,115447.79,51945667.29,n.e.
4103057,Boa Vista da Aparecida,PR,6974947.72,54051182.72,B
4302154,Boa Vista das Missões,RS,2597147.67,26404919.25,A
4302204,Boa Vista do Buricá,RS,4012642.13,48014115.4,A
4302220,Boa Vista do Cadeado,RS,0.0,43950204.58,A
2101970,Boa Vista do Gurupi,MA,19005951.47,50828905.52,C
4302238,Boa Vista do Incra,RS,4125449.53,35162965.87,A
1300680,Boa Vista do Ramos,AM,31354819.84,107218642.09,C
4302253,Boa Vista do Sul,RS,0.0,33580182.83,A+
2903805,Boa Vista do Tupim,BA,75092677.48,84070465.68,C
2701001,Boca da Mata,AL,6407968.79,157665345.7,n.e.
1300706,Boca do Acre,AM,10280141.78,141400917.94,n.d.
2201804,Bocaina,PI,10740444.39,29125951.57,n.d.
3506805,Bocaina,SP,852970.35,66447555.44,n.d.
3107208,Bocaina de Minas,MG,6468569.67,30711103.3,A
4202438,Bocaina do Sul,SC,0.0,33687508.59,C
3107307,Bocaiúva,MG,59224943.32,197767431.73,B
4103107,Bocaiúva do Sul,PR,67930.64,67672959.4,C
2401651,Bodó,RN,2223834.87,34638639.1,C
2602001,Bodocó,PE,15614558.73,148939740.38,n.d.
5002159,Bodoquena,MS,1552086.66,83363218.57,C
3506904,Bofete,SP,2928395.48,72691422.82,n.d.
3507001,Boituva,SP,71938539.64,375998732.92,n.d.
2602100,Bom Conselho,PE,79331939.0,198682216.51,C
3107406,Bom Despacho,MG,17170462.92,276117946.39,B
2102002,Bom Jardim,MA,39901052.36,203511047.26,C
2602209,Bom Jardim,PE,17440855.24,153791059.96,C
3300506,Bom Jardim,RJ,8527761.38,126072640.62,n.d.
4202503,Bom Jardim da Serra,SC,5633656.06,42817981.66,C
5203401,Bom Jardim de Goiás,GO,10469536.51,44195256.69,n.d.
3107505,Bom Jardim de Minas,MG,874366.64,40539162.0,B
2201903,Bom Jesus,PI,28239560.89,195016331.21,C
2401701,Bom Jesus,RN,23271540.76,51740934.74,B
2502201,Bom Jesus,PB,16629563.48,29857181.37,C
4202537,Bom Jesus,SC,1832137.46,30393553.26,A+
4302303,Bom Jesus,RS,10805859.49,73107051.77,B
2903904,Bom Jesus da Lapa,BA,143165667.13,345283915.01,C
3107604,Bom Jesus da Penha,MG,5510959.65,35745107.19,B
2903953,Bom Jesus da Serra,BA,22081978.62,50268821.65,C
2102036,Bom Jesus das Selvas,MA,34660104.03,165565936.35,C
5203500,Bom Jesus de Goiás,GO,30048443.3,144181104.75,n.d.
3107703,Bom Jesus do Amparo,MG,6177384.24,31865824.01,A
5101852,Bom Jesus do Araguaia,MT,6244824.14,67429567.09,A
3107802,Bom Jesus do Galho,MG,3253229.01,62066587.19,B
3300605,Bom Jesus do Itabapoana,RJ,39844255.76,277254349.65,n.d.
3201100,Bom Jesus do Norte,ES,1019831.75,60748011.12,C
4202578,Bom Jesus do Oeste,SC,0.0,29641805.45,n.d.
4103156,Bom Jesus do Sul,PR,0.0,34842967.41,A
1501576,Bom Jesus do Tocantins,PA,0.0,110472962.48,C
1703305,Bom Jesus do Tocantins,TO,4231135.68,28649286.87,n.d.
3507100,Bom Jesus dos Perdões,SP,3123246.87,145525641.3,A
2102077,Bom Lugar,MA,0.0,74152620.53,C
4302352,Bom Princípio,RS,43686197.12,105601220.17,A+
2201919,Bom Princípio do Piauí,PI,0.0,0.0,n.d.
4302378,Bom Progresso,RS,1195493.81,24301106.67,C
3107901,Bom Repouso,MG,17800229.23,59659770.37,C
4202602,Bom Retiro,SC,2247154.66,48551208.47,C
4302402,Bom Retiro do Sul,RS,19752993.91,76450240.58,A
2502300,Bom Sucesso,PB,2022469.51,35984354.25,C
3108008,Bom Sucesso,MG,2635159.82,74122496.06,n.d.
4103206,Bom Sucesso,PR,4495385.8,43486329.12,n.d.
3507159,Bom Sucesso de Itararé,SP,0.0,30306786.87,C
4103222,Bom Sucesso do Sul,PR,5178916.49,37769151.42,A
4202453,Bombinhas,SC,49464774.61,270878557.12,A
1400159,Bonfim,RR,33038439.47,103612646.79,C
3108107,Bonfim,MG,1648389.63,34406472.4,C
2201929,Bonfim do Piauí,PI,763673.46,32952860.21,C
5203559,Bonfinópolis,GO,4485214.3,45432054.72,n.d.
3108206,Bonfinópolis de Minas,MG,2484679.94,50188165.52,n.d.
2904001,Boninal,BA,25135712.23,70324907.08,B
1501600,Bonito,PA,0.0,60957987.05,n.e.
2602308,Bonito,PE,29805714.28,180268726.51,C
2904050,Bonito,BA,7659135.19,97655443.95,n.d.
5002209,Bonito,MS,23595127.32,197272889.15,B
3108255,Bonito de Minas,MG,4128336.35,54168092.96,n.d.
2502409,Bonito de Santa Fé,PB,15602471.24,54838150.9,n.d.
5203575,Bonópolis,GO,1946314.05,35415788.29,C
2502508,Boqueirão,PB,33215901.49,86942541.07,n.d.
4302451,Boqueirão do Leão,RS,2112042.12,43397079.68,C
2201945,Boqueirão do Piauí,PI,2995141.6,30920715.1,C
2800670,Boquim,SE,6313073.36,107779839.9,A
2904100,Boquira,BA,65062699.6,88309916.48,C
3507209,Borá,SP,470802.32,22858295.63,A
3507308,Boracéia,SP,0.0,40102315.33,C
1300805,Borba,AM,5535080.68,166581850.65,n.d.
2502706,Borborema,PB,3008513.41,33933396.67,A
3507407,Borborema,SP,5200273.67,96141587.85,B
3108305,Borda da Mata,MG,1506642.59,81288558.96,B
3507456,Borebi,SP,639472.57,42532370.44,A
4103305,Borrazópolis,PR,8122841.88,44699570.09,C
4302501,Bossoroca,RS,5072796.94,47527548.78,A
3108404,Botelhos,MG,0.0,66172771.72,n.d.
3507506,Botucatu,SP,65255847.42,694201543.77,A
3108503,Botumirim,MG,6385532.13,38984804.37,C
2904209,Botuporã,BA,14067545.27,67595372.22,C
4202701,Botuverá,SC,6898245.75,45873981.06,C
4302584,Bozano,RS,161497.59,26213057.09,A+
4202800,Braço do Norte,SC,41354622.77,193448107.85,n.d.
4202859,Braço do Trombudo,SC,447910.38,41652450.81,A
4302600,Braga,RS,3497666.6,27955208.63,A
1501709,Bragança,PA,98202.84,458233998.69,C
3507605,Bragança Paulista,SP,20075919.45,983599981.39,C
4103354,Braganey,PR,6416564.85,40450083.22,A
2701100,Branquinha,AL,1439825.73,84775017.13,n.e.
3108701,Brás Pires,MG,712281.66,30000765.5,A
1501725,Brasil Novo,PA,0.0,165138853.9,A
5002308,Brasilândia,MS,24088315.46,120055018.96,A
3108552,Brasilândia de Minas,MG,2109556.7,73877635.4,n.d.
4103370,Brasilândia do Sul,PR,7301968.37,35328861.3,C
1703602,Brasilândia do Tocantins,TO,2196290.18,23902191.64,C
1200104,Brasiléia,AC,11296232.27,138250113.73,C
2201960,Brasileira,PI,5145396.08,55985904.26,B
3108602,Brasília de Minas,MG,37534566.66,151091608.74,A
5101902,Brasnorte,MT,10687561.17,144349869.83,A
3507704,Braúna,SP,1057880.76,39471374.21,n.d.
3108800,Braúnas,MG,466429.23,32193119.15,n.d.
5203609,Brazabrantes,GO,125179.34,27902114.73,n.d.
3108909,Brazópolis,MG,296581.99,60320599.15,A
2602407,Brejão,PE,10412128.19,65883447.05,B
3201159,Brejetuba,ES,675647.51,80096613.96,A+
2401800,Brejinho,RN,28052028.36,54301554.67,C
2602506,Brejinho,PE,1309870.53,52294016.76,n.d.
1703701,Brejinho de Nazaré,TO,6504676.14,38380626.99,C
2102101,Brejo,MA,16934895.93,197824277.09,n.d.
3507753,Brejo Alegre,SP,433243.18,26836875.36,C
2602605,Brejo da Madre de Deus,PE,10562050.99,195634878.12,n.d.
2102150,Brejo de Areia,MA,1004794.3,44279814.31,C
2502805,Brejo do Cruz,PB,3778914.66,86019943.29,A
2201988,Brejo do Piauí,PI,1571259.28,34491664.27,C
2502904,Brejo dos Santos,PB,9934279.71,35239996.07,C
2800704,Brejo Grande,SE,11997841.52,55978462.84,C
1501758,Brejo Grande do Araguaia,PA,639152.08,48504407.77,n.d.
2302503,Brejo Santo,CE,3257866.75,306004773.16,A
2904308,Brejões,BA,1714137.49,71761537.74,C
2904407,Brejolândia,BA,11064395.75,43173288.75,n.d.
1501782,Breu Branco,PA,31533829.79,241922754.24,B
1501808,Breves,PA,0.0,630337103.82,B
5203807,Britânia,GO,13087668.54,42886515.35,n.d.
4302659,Brochier,RS,2416376.41,35435837.14,A
3507803,Brodowski,SP,17411128.62,143105408.64,n.d.
3507902,Brotas,SP,0.0,180499657.62,C
2904506,Brotas de Macaúbas,BA,8950440.2,70433477.48,A
3109006,Brumadinho,MG,5506841.48,684873153.77,A
2904605,Brumado,BA,59146914.48,346472918.26,B+
4202875,Brunópolis,SC,0.0,32484137.77,A
4202909,Brusque,SC,254678458.99,837706337.98,A+
3109105,Bueno Brandão,MG,4336306.7,52487211.19,C
3109204,Buenópolis,MG,2171987.57,49349483.75,C
2602704,Buenos Aires,PE,11322948.54,58267848.49,B
2904704,Buerarema,BA,48639437.7,76246998.51,C
3109253,Bugre,MG,3949926.07,30574357.56,C
2602803,Buíque,PE,1186367.19,212592180.48,C
1200138,Bujari,AC,1672856.64,47023831.16,n.d.
1501907,Bujaru,PA,82034747.65,165707433.75,C
3508009,Buri,SP,20877947.33,129454003.01,C
3508108,Buritama,SP,7092128.48,111959855.43,C
2102200,Buriti,MA,0.0,0.0,n.d.
5203906,Buriti Alegre,GO,17897807.97,64199411.87,n.d.
2102309,Buriti Bravo,MA,10206786.09,110357997.75,C
5203939,Buriti de Goiás,GO,2824331.13,35433199.2,n.d.
1703800,Buriti do Tocantins,TO,11291437.42,53416174.33,A
2202000,Buriti dos Lopes,PI,16386296.46,124510658.8,C
2202026,Buriti dos Montes,PI,124895.92,57874935.37,n.d.
2102325,Buriticupu,MA,44964539.85,316589773.0,C
5203962,Buritinópolis,GO,0.0,0.0,n.d.
2904753,Buritirama,BA,5496970.65,100252565.93,B
2102358,Buritirana,MA,0.0,69538310.42,B
1100452,Buritis,RO,17611001.26,131917232.2,A
3109303,Buritis,MG,42012712.08,181564006.09,C
3508207,Buritizal,SP,0.0,50273969.11,C
3109402,Buritizeiro,MG,24858172.34,141716389.26,C
4302709,Butiá,RS,23155479.0,93242634.28,C
1300839,Caapiranga,AM,2989724.04,87457359.82,C
2503001,Caaporã,PB,81314046.23,121002515.58,C
5002407,Caarapó,MS,55704760.24,207555082.37,C
2904803,Caatiba,BA,42613418.83,42740943.36,n.d.
2503100,Cabaceiras,PB,3757101.54,48425466.24,C
2904852,Cabaceiras do Paraguaçu,BA,58548780.32,103065011.26,n.d.
3109451,Cabeceira Grande,MG,4380693.32,52752789.59,A
5204003,Cabeceiras,GO,1352449.42,50904129.79,n.d.
2202059,Cabeceiras do Piauí,PI,5876407.31,55765052.74,B
2503209,Cabedelo,PB,64654024.86,509319865.66,A
1100031,Cabixi,RO,0.0,44961541.29,A
2602902,Cabo de Santo Agostinho,PE,184924879.79,1100628232.9,B
3300704,Cabo Frio,RJ,613426750.81,1431211474.52,n.e.
3109501,Cabo Verde,MG,5125888.82,62191751.52,n.d.
3508306,Cabrália Paulista,SP,1938424.58,34287636.42,B
3508405,Cabreúva,SP,23413805.56,358592371.31,A
2603009,Cabrobó,PE,28993083.28,145557127.66,C
4203006,Caçador,SC,95956874.94,376937859.54,C
3508504,Caçapava,SP,70697883.15,454307069.27,B
4302808,Caçapava do Sul,RS,30991321.23,155589550.19,C
1100601,Cacaulândia,RO,601602.83,41073842.69,A
4302907,Cacequi,RS,18707761.73,69992148.92,C
5102504,Cáceres,MT,52064341.61,408545485.24,B
2904902,Cachoeira,BA,26188824.22,118897145.41,n.d.
5204102,Cachoeira Alta,GO,2777036.52,66828551.43,C
3109600,Cachoeira da Prata,MG,7111910.44,30157426.24,B
5204201,Cachoeira de Goiás,GO,178262.33,23553149.98,n.e.
3109709,Cachoeira de Minas,MG,0.0,55213815.89,A
3102704,Cachoeira de Pajeú,MG,886946.56,37943700.13,B
1502004,Cachoeira do Arari,PA,1804071.46,92375734.06,n.d.
1501956,Cachoeira do Piriá,PA,99753.48,111184673.23,A
4303004,Cachoeira do Sul,RS,86100252.16,386316913.8,A+
2503308,Cachoeira dos Índios,PB,9923899.21,46682155.58,C
3109808,Cachoeira Dourada,MG,782732.35,84603094.41,A
5204250,Cachoeira Dourada,GO,35896387.15,70305648.37,C
2102374,Cachoeira Grande,MA,3116778.76,48641894.91,n.d.
3508603,Cachoeira Paulista,SP,37272294.84,133703006.25,C
3300803,Cachoeiras de Macacu,RJ,9712877.03,448199998.23,B
1703826,Cachoeirinha,TO,6575085.74,24473991.75,C
2603108,Cachoeirinha,PE,8528759.36,80094566.3,C
4303103,Cachoeirinha,RS,296768019.86,606922221.45,A
3201209,Cachoeiro de Itapemirim,ES,99080957.48,821339612.64,B+
2503407,Cacimba de Areia,PB,252734.19,28149365.16,n.d.
2503506,Cacimba de Dentro,PB,40044367.22,70777612.38,n.d.
2503555,Cacimbas,PB,8953593.01,51444729.11,A
2701209,Cacimbinhas,AL,0.0,0.0,n.e.
4303202,Cacique Doble,RS,2829550.17,31810367.62,A
1100049,Cacoal,RO,87168230.93,399147067.58,A
3508702,Caconde,SP,846697.26,15213950.54,n.d.
5204300,Caçu,GO,12575925.13,92317076.36,C
2905008,Caculé,BA,46923516.5,112849257.85,C
2905107,Caém,BA,15809024.6,67141924.49,C
3109907,Caetanópolis,MG,653732.32,52234309.92,n.d.
2905156,Caetanos,BA,6564325.07,62269523.25,C
3110004,Caeté,MG,6414423.9,189121287.82,C
2603207,Caetés,PE,8967039.33,132803253.53,B
2905206,Caetité,BA,0.0,0.0,n.e.
2905305,Cafarnaum,BA,58285118.83,101306331.21,n.e.
4103404,Cafeara,PR,708921.42,30225986.77,A
3508801,Cafelândia,SP,16255999.6,102975825.52,C
4103453,Cafelândia,PR,7421035.55,124453600.25,B
4103479,Cafezal do Sul,PR,3358299.1,35311998.31,C
3508900,Caiabu,SP,2907140.49,29720709.37,A+
3110103,Caiana,MG,1138869.78,28200195.25,C
5204409,Caiapônia,GO,20765152.47,107688765.27,n.d.
4303301,Caibaté,RS,619661.0,33104882.03,C
4203105,Caibi,SC,0.0,47264753.39,C
2503605,Caiçara,PB,16112410.71,39153115.86,C
4303400,Caiçara,RS,1598098.79,33987989.99,B
2401859,Caiçara do Norte,RN,915564.64,36926912.1,C
2401909,Caiçara do Rio do Vento,RN,2703532.16,38257874.8,B
2402006,Caicó,RN,77285102.15,249620215.4,C
3509007,Caieiras,SP,22364867.11,479808353.49,B
2905404,Cairu,BA,27337687.01,160401430.66,C
3509106,Caiuá,SP,35462784.46,41169956.57,C
3509205,Cajamar,SP,466030375.44,984511974.53,B
2102408,Cajapió,MA,8304701.45,51607655.49,B
2102507,Cajari,MA,217444.5,88861574.07,C
3509254,Cajati,SP,708685.94,191691932.04,A
2503704,Cajazeiras,PB,161271299.5,282453384.87,C
2202075,Cajazeiras do Piauí,PI,1482857.1,29566584.34,C
2503753,Cajazeirinhas,PB,842154.19,30127116.75,C
3509304,Cajobi,SP,5934071.8,55032410.55,C
2701308,Cajueiro,AL,0.0,0.0,n.d.
2202083,Cajueiro da Praia,PI,0.0,0.0,n.d.
3110202,Cajuri,MG,675866.94,33435233.05,B
3509403,Cajuru,SP,13084328.64,122117433.69,n.d.
2603306,Calçado,PE,8962717.31,62021660.8,n.e.
3110301,Caldas,MG,8698791.93,83190270.79,C
2503803,Caldas Brandão,PB,18084590.72,45998191.18,C
5204508,Caldas Novas,GO,87688649.4,498640141.28,C
5204557,Caldazinha,GO,487426.55,29934957.13,n.d.
2905503,Caldeirão Grande,BA,22131029.86,82362981.28,n.d.
2202091,Caldeirão Grande do Piauí,PI,0.0,49111780.63,C
4103503,Califórnia,PR,2668780.0,49075318.57,n.d.
4203154,Calmon,SC,7587157.07,35063544.2,A
2603405,Calumbi,PE,1596712.42,45340848.76,C
2905602,Camacan,BA,76810050.47,119033610.34,B
2905701,Camaçari,BA,1222822111.04,1944696168.64,B
3110400,Camacho,MG,314208.42,27161630.86,C
2503902,Camalaú,PB,2321779.12,35880248.96,B
2905800,Camamu,BA,100263226.04,144953435.83,C
3110509,Camanducaia,MG,28449122.01,137422448.28,A
5002605,Camapuã,MS,2695586.96,120237143.28,A
4303509,Camaquã,RS,20896281.23,288896616.92,A+
