Código [-],Município [-],UF [-],DC [2024],RCL [2024],CAPAG [2024]
4215703,Santo Amaro da Imperatriz,SC,9219295.28,170158610.67,C
2806602,Santo Amaro das Brotas,SE,31176697.38,75195095.86,n.d.
2110278,Santo Amaro do Maranhão,MA,9276538.96,82074732.03,B
3547700,Santo Anastácio,SP,137016.13,88900452.49,C
2513851,Santo André,PB,6206276.0,26267030.87,C
3547809,Santo André,SP,2247457222.82,3668900384.23,C
4317509,Santo Ângelo,RS,81569382.04,319196731.49,C
2411502,Santo Antônio,RN,29946897.3,90235045.1,C
3547908,Santo Antônio da Alegria,SP,1742768.48,50283611.62,C
5219712,Santo Antônio da Barra,GO,6360486.45,40955856.46,B
4317608,Santo Antônio da Patrulha,RS,32100651.41,196764708.2,B
4124103,Santo Antônio da Platina,PR,17870190.35,193676414.61,A
4317707,Santo Antônio das Missões,RS,6334708.99,69597859.01,B
5219738,Santo Antônio de Goiás,GO,519587.2,42360238.68,n.d.
2928703,Santo Antônio de Jesus,BA,72313672.07,405993154.05,B
5107800,Santo Antônio de Leverger,MT,59279.35,36962327.52,C
2209401,Santo Antônio de Lisboa,PI,2877736.18,31545746.87,C
3304706,Santo Antônio de Pádua,RJ,42014434.68,245044780.26,C
3548005,Santo Antônio de Posse,SP,9526130.65,158036184.36,C
3159902,Santo Antônio do Amparo,MG,6808990.51,95585145.03,n.e.
3548054,Santo Antônio do Aracanguá,SP,1121626.08,79673954.81,C
3160009,Santo Antônio do Aventureiro,MG,964599.39,27988145.21,C
4124202,Santo Antônio do Caiuá,PR,126703.03,28804148.41,A
5219753,Santo Antônio do Descoberto,GO,139252167.33,227572138.67,B
3160108,Santo Antônio do Grama,MG,0.0,30959949.38,A
1303700,Santo Antônio do Içá,AM,18501232.34,179080877.1,C
3160207,Santo Antônio do Itambé,MG,4597371.34,28733575.75,C
3160306,Santo Antônio do Jacinto,MG,5226534.28,47533923.32,B
3548104,Santo Antônio do Jardim,SP,0.0,37520728.0,C
5107792,Santo Antônio do Leste,MT,470479.97,52811278.76,n.d.
3160405,Santo Antônio do Monte,MG,5744953.84,148614222.68,B
4317558,Santo Antônio do Palma,RS,7739716.14,29287277.74,C
4124301,Santo Antônio do Paraíso,PR,3376340.17,32135858.58,A
3548203,Santo Antônio do Pinhal,SP,572033.01,50592851.18,C
4317756,Santo Antônio do Planalto,RS,5190651.26,29179494.81,A
3160454,Santo Antônio do Retiro,MG,3413000.58,39253673.51,C
3160504,Santo Antônio do Rio Abaixo,MG,208842.23,24251060.06,A
4124400,Santo Antônio do Sudoeste,PR,15522395.32,109513306.16,C
1507003,Santo Antônio do Tauá,PA,0.0,0.0,n.d.
2110302,Santo Antônio dos Lopes,MA,634849.65,170938506.88,C
2209450,Santo Antônio dos Milagres,PI,83746.52,26910467.28,C
4317806,Santo Augusto,RS,2154344.71,79972624.52,A
4317905,Santo Cristo,RS,0.0,89541001.86,A
2928802,Santo Estêvão,BA,28862573.31,246823304.74,B
3548302,Santo Expedito,SP,0.0,24769485.84,A
4317954,Santo Expedito do Sul,RS,2832823.35,25317490.01,B
3160603,Santo Hipólito,MG,1349457.06,27256439.92,B
4124509,Santo Inácio,PR,2695174.2,50220937.15,B
2209500,Santo Inácio do Piauí,PI,269.35,36109967.7,C
3548401,Santópolis do Aguapeí,SP,218531.34,32833678.18,C
3548500,Santos,SP,988535304.52,4397488500.0,B
3160702,Santos Dumont,MG,317530.76,167963833.74,n.e.
2312304,São Benedito,CE,58952179.04,214011779.05,B
2110401,São Benedito do Rio Preto,MA,984765.95,120886491.36,C
2612901,São Benedito do Sul,PE,6372357.88,59269301.85,C
2513927,São Bentinho,PB,1922597.61,31820230.53,n.d.
2110500,São Bento,MA,1882047.51,191189476.46,B
2513901,São Bento,PB,102040785.97,199467878.74,C
3160801,São Bento Abade,MG,3791117.42,33787928.74,A+
2411601,São Bento do Norte,RN,123675.14,51786331.44,C
3548609,São Bento do Sapucaí,SP,2655814.82,60488157.75,A
4215802,São Bento do Sul,SC,52645051.96,504416090.94,A
1720101,São Bento do Tocantins,TO,5729852.01,40298843.79,C
2411700,São Bento do Trairí,RN,4182530.56,31003189.47,C
2613008,São Bento do Una,PE,7073078.27,208111034.06,B
4215752,São Bernardino,SC,0.0,28838841.7,C
2110609,São Bernardo,MA,888975.54,229348661.72,C
3548708,São Bernardo do Campo,SP,3948047443.95,5474760928.9,C
4215901,São Bonifácio,SC,2342.6,28075378.79,A
4318002,São Borja,RS,69141803.57,311567831.62,B
2708204,São Brás,AL,6729942.82,46230817.33,n.e.
3160900,São Brás do Suaçuí,MG,0.0,61848091.65,A+
2209559,São Braz do Piauí,PI,2223970.36,31458110.59,C
1507102,São Caetano de Odivelas,PA,1298345.55,83602897.41,C
3548807,São Caetano do Sul,SP,893521345.97,2372285269.95,C
2613107,São Caitano,PE,13158307.75,141427389.76,A
3548906,São Carlos,SP,302431355.48,1455305667.87,C
4216008,São Carlos,SC,5509070.7,76847757.35,A+
4124608,São Carlos do Ivaí,PR,1441395.87,45399318.92,A
2806701,São Cristóvão,SE,151356805.74,305750037.71,B
4216057,São Cristóvão do Sul,SC,106334.01,41179980.67,A
2928901,São Desidério,BA,32374455.96,382547294.22,B
2513968,São Domingos,PB,364121.29,26563286.61,C
2806800,São Domingos,SE,57452979.52,55856584.74,D
2928950,São Domingos,BA,13721350.04,51736151.51,n.e.
4216107,São Domingos,SC,5512802.67,54480489.82,A
5219803,São Domingos,GO,28485631.51,54624659.47,n.d.
3160959,São Domingos das Dores,MG,0.0,34407488.15,C
1507151,São Domingos do Araguaia,PA,56260169.57,104384416.39,C
2110658,São Domingos do Azeitão,MA,1517559.65,51817946.2,B
1507201,São Domingos do Capim,PA,2440446.3,184057642.0,C
2513943,São Domingos do Cariri,PB,916.59,26695161.55,n.e.
2110708,São Domingos do Maranhão,MA,38268266.67,171347290.64,C
3204658,São Domingos do Norte,ES,0.0,64367581.11,C
3161007,São Domingos do Prata,MG,11270329.42,78381410.26,n.d.
4318051,São Domingos do Sul,RS,0.0,27444025.13,B+
2929107,São Felipe,BA,78522739.8,129563992.01,C
1101484,São Felipe D'Oeste,RO,679070.81,44074206.43,A
2929008,São Félix,BA,41227878.52,85919471.05,C
2110807,São Félix de Balsas,MA,0.0,33010270.88,n.d.
3161056,São Félix de Minas,MG,1611879.38,30819356.88,B
5107859,São Félix do Araguaia,MT,39397180.61,117727350.24,C
2929057,São Félix do Coribe,BA,31793312.56,96632277.5,n.d.
2209609,São Félix do Piauí,PI,4166916.66,30575015.24,n.e.
1720150,São Félix do Tocantins,TO,2766678.6,23360777.68,C
1507300,São Félix do Xingu,PA,0.0,378307118.1,C
2411809,São Fernando,RN,4339057.21,29875438.1,C
3304805,São Fidélis,RJ,31423928.91,206327437.59,C
2513984,São Francisco,PB,0.0,31078254.53,n.e.
2806909,São Francisco,SE,16002596.3,35338623.39,B
3161106,São Francisco,MG,66092766.36,199954826.45,C
3549003,São Francisco,SP,208539.6,24718465.65,C
4318101,São Francisco de Assis,RS,29048979.58,93274695.87,B+
2209658,São Francisco de Assis do Piauí,PI,259308.4,30169662.04,n.d.
5219902,São Francisco de Goiás,GO,5590762.34,35064203.19,n.d.
3304755,São Francisco de Itabapoana,RJ,15743105.27,304159219.58,n.d.
3161205,São Francisco de Paula,MG,6016292.98,34375438.46,n.d.
4318200,São Francisco de Paula,RS,14176194.05,137246709.19,n.d.
3161304,São Francisco de Sales,MG,6065076.9,48074225.28,n.e.
2110856,São Francisco do Brejão,MA,0.0,65568293.86,C
2929206,São Francisco do Conde,BA,348729843.27,520198078.66,C
3161403,São Francisco do Glória,MG,1674343.42,33982322.47,C
1101492,São Francisco do Guaporé,RO,5878011.23,110491199.9,A
2110906,São Francisco do Maranhão,MA,219421.91,80229696.51,n.d.
2411908,São Francisco do Oeste,RN,1636994.59,31519512.38,B
1507409,São Francisco do Pará,PA,0.0,0.0,n.d.
2209708,São Francisco do Piauí,PI,1031754.68,35570578.32,n.d.
4216206,São Francisco do Sul,SC,56057675.75,502044691.48,A+
2929255,São Gabriel,BA,56032732.79,90076425.84,B
4318309,São Gabriel,RS,78973701.15,261055645.0,C
1303809,São Gabriel da Cachoeira,AM,91177420.67,242612262.62,n.d.
3204708,São Gabriel da Palha,ES,24697149.32,174652834.24,A
5007695,São Gabriel do Oeste,MS,11827730.93,259735317.17,A+
3161502,São Geraldo,MG,1005697.41,47053888.94,A
3161601,São Geraldo da Piedade,MG,291419.68,28466672.45,C
1507458,São Geraldo do Araguaia,PA,0.0,135227046.07,C
3161650,São Geraldo do Baixio,MG,331356.12,26826352.06,B
3304904,São Gonçalo,RJ,660031876.6,2457266923.47,C
3161700,São Gonçalo do Abaeté,MG,6771112.37,61351963.84,A
2312403,São Gonçalo do Amarante,CE,163250053.92,617815543.84,B
2412005,São Gonçalo do Amarante,RN,342368920.77,442537998.99,C
2209757,São Gonçalo do Gurguéia,PI,3482695.87,37248844.63,C
3161809,São Gonçalo do Pará,MG,273203.77,55845109.53,n.d.
2209807,São Gonçalo do Piauí,PI,2116349.98,26136050.44,C
3161908,São Gonçalo do Rio Abaixo,MG,1953586.65,466781762.75,n.d.
3125507,São Gonçalo do Rio Preto,MG,1791725.64,29489882.18,B
3162005,São Gonçalo do Sapucaí,MG,6652080.06,110263018.18,B
2929305,São Gonçalo dos Campos,BA,75487368.86,154077518.86,B
3162104,São Gotardo,MG,2237720.02,184487863.45,n.e.
4318408,São Jerônimo,RS,11061603.06,112137695.3,A
4124707,São Jerônimo da Serra,PR,3383240.11,61884224.54,A
2613206,São João,PE,8747282.99,117934896.37,C
4124806,São João,PR,7146009.17,78432634.91,A
2111003,São João Batista,MA,0.0,89103713.13,C
4216305,São João Batista,SC,34577436.04,183675742.77,A
3162203,São João Batista do Glória,MG,5625654.49,59625429.2,B
1400506,São João da Baliza,RR,25842094.44,59184102.17,n.d.
3305000,São João da Barra,RJ,12006090.64,883822133.02,A
3549102,São João da Boa Vista,SP,32694923.16,547672497.15,C
2209856,São João da Canabrava,PI,1605965.35,39560291.61,n.d.
2209872,São João da Fronteira,PI,2384234.6,33321073.34,n.d.
3162252,São João da Lagoa,MG,2001684.12,33750578.26,C
3162302,São João da Mata,MG,444056.72,25459374.14,C
5220058,São João da Paraúna,GO,1008021.88,28780320.12,C
1507466,São João da Ponta,PA,0.0,0.0,n.d.
3162401,São João da Ponte,MG,36944037.8,128613991.22,C
2209906,São João da Serra,PI,1666792.25,29726781.22,C
4318424,São João da Urtiga,RS,294601.7,33010821.85,B
2209955,São João da Varjota,PI,43969.9,32050189.97,A
5220009,São João d'Aliança,GO,16939471.56,78016850.46,B
3549201,São João das Duas Pontes,SP,0.0,25383286.63,n.d.
3162450,São João das Missões,MG,6261018.21,51539898.51,C
3549250,São João de Iracema,SP,147190.36,25775066.8,n.d.
3305109,São João de Meriti,RJ,247077162.27,1171199856.75,n.e.
1507474,São João de Pirabas,PA,10240942.78,91455995.05,C
3162500,São João del Rei,MG,2024389.22,437467694.27,B
1507508,São João do Araguaia,PA,8506859.74,73544713.87,n.d.
2209971,São João do Arraial,PI,968741.16,59584784.43,n.d.
4124905,São João do Caiuá,PR,0.0,38779188.18,C
2514008,São João do Cariri,PB,3803272.35,34328406.89,C
2111029,São João do Carú,MA,0.0,72579856.23,C
4216354,São João do Itaperiú,SC,4682661.26,42241204.53,A
4125001,São João do Ivaí,PR,6001960.07,59836743.07,n.d.
2312502,São João do Jaguaribe,CE,2321231.46,38690784.07,C
3162559,São João do Manhuaçu,MG,2092731.94,59618999.21,n.e.
3162575,São João do Manteninha,MG,1039387.74,32468845.39,n.d.
4216255,São João do Oeste,SC,0.0,0.0,n.d.
3162609,São João do Oriente,MG,112482.0,36811364.82,C
3162658,São João do Pacuí,MG,4583313.25,30709482.95,C
2111052,São João do Paraíso,MA,14298855.44,60780810.87,B
3162708,São João do Paraíso,MG,0.0,0.0,n.d.
3549300,São João do Pau d'Alho,SP,0.0,25168851.06,C
2210003,São João do Piauí,PI,11200962.59,117037634.33,B
4318432,São João do Polêsine,RS,660876.79,31371306.43,A
2500700,São João do Rio do Peixe,PB,0.0,0.0,n.d.
2412104,São João do Sabugi,RN,11228376.31,31645134.57,C
2111078,São João do Soter,MA,92283.91,107463949.19,C
4216404,São João do Sul,SC,4999260.15,52569967.22,A
2514107,São João do Tigre,PB,537489.32,30991777.29,n.d.
4125100,São João do Triunfo,PR,9473318.31,76738445.17,C
2111102,São João dos Patos,MA,1181360.05,129499037.81,B
3162807,São João Evangelista,MG,4309203.94,75497428.77,C
3162906,São João Nepomuceno,MG,432414.64,115438311.92,n.e.
4216503,São Joaquim,SC,22370287.92,126552721.47,C
3549409,São Joaquim da Barra,SP,31161519.97,253444348.49,A
3162922,São Joaquim de Bicas,MG,36993449.74,193592031.59,C
2613305,São Joaquim do Monte,PE,27177845.85,101539390.54,C
4318440,São Jorge,RS,3184023.81,28465827.87,A+
4125308,São Jorge do Ivaí,PR,816820.21,48073313.7,n.d.
4125357,São Jorge do Patrocínio,PR,1355697.84,51831611.12,C
4125209,São Jorge d'Oeste,PR,15019762.07,76679513.99,B
4216602,São José,SC,162802648.54,1206653535.63,B
3162948,São José da Barra,MG,318315.73,57011540.06,A
3549508,São José da Bela Vista,SP,17704953.42,43871825.49,C
4125407,São José da Boa Vista,PR,0.0,0.0,n.d.
2613404,São José da Coroa Grande,PE,6911172.42,110712648.32,C
2514206,São José da Lagoa Tapada,PB,7787639.11,43967463.68,B
2708303,São José da Laje,AL,3773490.51,143085435.82,n.e.
3162955,São José da Lapa,MG,40399871.19,142405172.03,n.e.
3163003,São José da Safira,MG,187090.33,32170520.91,n.d.
2708402,São José da Tapera,AL,8884939.63,163903513.41,n.e.
3163102,São José da Varginha,MG,233936.7,36888540.06,n.d.
2929354,São José da Vitória,BA,28192635.1,32428739.2,n.d.
4318457,São José das Missões,RS,1465204.3,25688930.32,B
4125456,São José das Palmeiras,PR,3956200.07,31624391.96,C
2514305,São José de Caiana,PB,14793383.31,43684658.55,C
2514404,São José de Espinharas,PB,7500214.68,30242677.57,B
2412203,São José de Mipibu,RN,40310677.43,231283832.57,B
2514503,São José de Piranhas,PB,65107660.19,100020332.19,n.e.
2514552,São José de Princesa,PB,3295815.32,25647323.23,n.d.
2111201,São José de Ribamar,MA,97005984.72,923682357.01,C
3305133,São José de Ubá,RJ,1075207.14,75726890.57,n.d.
3163201,São José do Alegre,MG,899794.66,26697131.05,A
3549607,São José do Barreiro,SP,1614775.57,47902295.79,n.d.
2613503,São José do Belmonte,PE,8944069.97,139850667.71,C
2514602,São José do Bonfim,PB,2692831.66,28007987.69,B
2514651,São José do Brejo do Cruz,PB,535950.23,27425764.03,C
3204807,São José do Calçado,ES,3848777.76,98312913.11,C
2412302,São José do Campestre,RN,23848009.31,74119141.04,C
4216701,São José do Cedro,SC,10265648.76,87841724.88,A
4216800,São José do Cerrito,SC,3064526.19,45785606.41,C
2210052,São José do Divino,PI,2550621.49,34718611.35,B
3163300,São José do Divino,MG,4098743.1,29118518.56,n.d.
2613602,São José do Egito,PE,3198542.89,142497373.45,C
3163409,São José do Goiabal,MG,664192.48,31779645.12,n.d.
4318465,São José do Herval,RS,952000.0,27958609.92,A+
4318481,São José do Hortêncio,RS,0.0,35154675.64,A
4318499,São José do Inhacorá,RS,384834.01,29586876.36,A
2929370,São José do Jacuípe,BA,14924762.72,70558173.43,C
3163508,São José do Jacuri,MG,2281954.47,35684152.75,n.e.
3163607,São José do Mantimento,MG,491353.32,26222232.57,C
4318507,São José do Norte,RS,12537295.31,137341866.29,A+
4318606,São José do Ouro,RS,7783099.89,41627074.49,C
2210102,São José do Peixe,PI,623787.49,27545921.67,C
2210201,São José do Piauí,PI,1354766.74,31557935.89,B
5107297,São José do Povo,MT,55743.91,32462103.66,n.e.
5107305,São José do Rio Claro,MT,2786166.9,113413927.8,B
3549706,São José do Rio Pardo,SP,56450347.82,287011675.11,C
3549805,São José do Rio Preto,SP,803884209.55,2768725302.97,A
2514701,São José do Sabugi,PB,7187688.5,43496734.69,n.d.
2412401,São José do Seridó,RN,9232167.4,32764531.38,B
4318614,São José do Sul,RS,1741588.23,29873661.66,A+
3305158,São José do Vale do Rio Preto,RJ,7889269.66,140195191.94,C
5107354,São José do Xingu,MT,818970.82,80980490.33,A
4318622,São José dos Ausentes,RS,2422756.2,46496395.76,n.d.
2111250,São José dos Basílios,MA,0.0,44179717.96,C
3549904,São José dos Campos,SP,917450276.52,4038357882.86,C
2514800,São José dos Cordeiros,PB,4937351.57,28039548.21,C
4125506,São José dos Pinhais,PR,113243410.1,1902540266.69,A
5107107,São José dos Quatro Marcos,MT,11578901.07,86882851.6,n.d.
2514453,São José dos Ramos,PB,18781980.34,44677738.94,C
2210300,São Julião,PI,3971616.5,30185660.07,C
4318705,São Leopoldo,RS,713366112.6,1374495687.19,C
3163706,São Lourenço,MG,47462190.87,295469126.22,C
2613701,São Lourenço da Mata,PE,0.0,0.0,n.d.
3549953,São Lourenço da Serra,SP,18092497.27,80270048.04,C
4216909,São Lourenço do Oeste,SC,37606443.86,166694515.67,B
2210359,São Lourenço do Piauí,PI,3295160.68,30952978.58,C
4318804,São Lourenço do Sul,RS,98574710.04,224377940.34,B+
4217006,São Ludgero,SC,4448826.02,96202811.44,B
2111300,São Luís,MA,855311957.97,5280507923.38,A
5220108,São Luís de Montes Belos,GO,6962420.63,179501690.5,n.d.
2312601,São Luís do Curu,CE,11598457.53,54020675.81,C
2210375,São Luis do Piauí,PI,188638.89,22759721.19,C
2708501,São Luís do Quitunde,AL,0.0,0.0,n.e.
2111409,São Luís Gonzaga do Maranhão,MA,0.0,119738673.53,n.d.
1400605,São Luiz,RR,1854583.04,44154488.92,C
5220157,São Luiz do Norte,GO,5505666.38,40173393.84,n.d.
3550001,São Luiz do Paraitinga,SP,1184684.52,61246162.17,C
4318903,São Luiz Gonzaga,RS,20208411.42,163582404.01,A
2514909,São Mamede,PB,9078954.79,46466950.42,B
4125555,São Manoel do Paraná,PR,2791617.65,29616933.61,B
3550100,São Manuel,SP,25102405.2,183743929.2,C
4319000,São Marcos,RS,0.0,120929701.01,A
4217105,São Martinho,SC,3477671.0,30987890.82,A
4319109,São Martinho,RS,5432306.43,41049899.29,A
4319125,São Martinho da Serra,RS,844934.32,34546578.12,A
3204906,São Mateus,ES,30662248.48,572968122.21,C
2111508,São Mateus do Maranhão,MA,20397917.62,195069294.08,n.d.
4125605,São Mateus do Sul,PR,15043364.09,238130345.07,A
2412500,São Miguel,RN,12038358.53,103737024.33,C
3550209,São Miguel Arcanjo,SP,744636.95,146339667.34,A
2210383,São Miguel da Baixa Grande,PI,858938.62,23665302.68,C
4217154,São Miguel da Boa Vista,SC,0.0,26474557.11,A
2929404,São Miguel das Matas,BA,11362181.4,50137178.92,C
4319158,São Miguel das Missões,RS,1070593.72,53973231.85,A
2515005,São Miguel de Taipu,PB,26562341.71,47995995.62,C
2807006,São Miguel do Aleixo,SE,29996084.79,32391945.97,C
3163805,São Miguel do Anta,MG,896473.93,34091628.84,n.d.
5220207,São Miguel do Araguaia,GO,43511506.5,121127052.09,C
2210391,São Miguel do Fidalgo,PI,806330.47,26344020.9,n.d.
2412559,São Miguel do Gostoso,RN,13611888.06,88754220.61,C
1507607,São Miguel do Guamá,PA,524253.49,294224674.52,C
1100320,São Miguel do Guaporé,RO,303207.96,125539219.79,A
4125704,São Miguel do Iguaçu,PR,10425787.66,233114346.8,A
4217204,São Miguel do Oeste,SC,40042088.84,229233747.95,A
5220264,São Miguel do Passa Quatro,GO,1989759.38,35946367.75,n.e.
2210409,São Miguel do Tapuio,PI,3187527.74,104924023.94,C
1720200,São Miguel do Tocantins,TO,18338340.1,66706840.07,C
2708600,São Miguel dos Campos,AL,58567565.48,407539952.31,n.e.
2708709,São Miguel dos Milagres,AL,1850894.82,67169196.88,C
4319208,São Nicolau,RS,6545893.79,35537514.87,B
5220280,São Patrício,GO,3044246.35,26089145.12,A
3550308,São Paulo,SP,30704671735.4,93766410434.33,B
4319307,São Paulo das Missões,RS,0.0,38873586.02,B
1303908,São Paulo de Olivença,AM,1103512.68,221920585.12,C
2412609,São Paulo do Potengi,RN,2613025.31,86982984.83,C
2412708,São Pedro,RN,2142626.21,31986352.62,C
3550407,São Pedro,SP,1230055.91,226294387.52,C
2111532,São Pedro da Água Branca,MA,0.0,78195709.01,A
3305208,São Pedro da Aldeia,RJ,78987032.35,449244273.71,n.e.
5107404,São Pedro da Cipa,MT,2373154.51,38750767.03,C
4319356,São Pedro da Serra,RS,0.0,32838722.28,A
3163904,São Pedro da União,MG,3191618.09,35796240.77,A
4319364,São Pedro das Missões,RS,0.0,23997148.33,A
4217253,São Pedro de Alcântara,SC,0.0,43690981.78,A
4319372,São Pedro do Butiá,RS,0.0,32071291.21,A
4125753,São Pedro do Iguaçu,PR,2919276.88,44397536.37,C
4125803,São Pedro do Ivaí,PR,6182048.63,52469008.79,n.d.
4125902,São Pedro do Paraná,PR,4585547.15,34589538.78,C
2210508,São Pedro do Piauí,PI,757071.25,84749215.86,B
3164100,São Pedro do Suaçuí,MG,1110084.9,31367274.32,C
4319406,São Pedro do Sul,RS,3471693.84,78192368.94,C
3550506,São Pedro do Turvo,SP,4382603.75,58413280.65,C
2111573,São Pedro dos Crentes,MA,3434056.11,38086270.04,n.d.
3164001,São Pedro dos Ferros,MG,1547308.0,28882201.6,n.d.
2412807,São Rafael,RN,15902996.42,31906544.16,C
2111607,São Raimundo das Mangabeiras,MA,26311572.34,106559460.13,n.d.
2111631,São Raimundo do Doca Bezerra,MA,23212.8,36679952.04,C
2210607,São Raimundo Nonato,PI,47713394.7,186768078.84,C
2111672,São Roberto,MA,46816.61,44030539.8,C
3164209,São Romão,MG,6775004.77,61511410.42,n.d.
3550605,São Roque,SP,5100994.82,488824803.96,C
3164308,São Roque de Minas,MG,8238481.8,47566279.2,A
3204955,São Roque do Canaã,ES,10531876.29,72340696.19,A+
1720259,São Salvador do Tocantins,TO,4559980.6,27565928.24,C
2708808,São Sebastião,AL,20581252.67,182452481.25,n.d.
3550704,São Sebastião,SP,165094341.29,1416274550.83,C
4126009,São Sebastião da Amoreira,PR,4259644.35,52898816.13,A
3164407,São Sebastião da Bela Vista,MG,2928364.34,40540421.19,n.d.
1507706,São Sebastião da Boa Vista,PA,0.0,0.0,n.d.
3550803,São Sebastião da Grama,SP,0.0,57137611.25,n.d.
3164431,São Sebastião da Vargem Alegre,MG,3615713.16,33437226.04,B
2515104,São Sebastião de Lagoa de Roça,PB,2871779.93,52084411.9,B
3305307,São Sebastião do Alto,RJ,10877388.35,88923796.68,n.d.
3164472,São Sebastião do Anta,MG,5363541.25,37192725.07,C
4319505,São Sebastião do Caí,RS,18450808.48,134659069.59,A
3164506,São Sebastião do Maranhão,MG,548226.98,42631527.9,B
3164605,São Sebastião do Oeste,MG,55563.57,59305114.86,B
3164704,São Sebastião do Paraíso,MG,17437553.4,395026774.03,C
2929503,São Sebastião do Passé,BA,110759239.71,212008715.91,B
3164803,São Sebastião do Rio Preto,MG,408779.52,23263713.63,n.e.
3164902,São Sebastião do Rio Verde,MG,512276.59,26296770.21,C
1720309,São Sebastião do Tocantins,TO,2302439.69,29853195.39,C
1303957,São Sebastião do Uatumã,AM,6370621.54,68880719.09,C
2515203,São Sebastião do Umbuzeiro,PB,980635.76,33338590.81,n.d.
4319604,São Sepé,RS,0.0,118613827.35,C
3550902,São Simão,SP,26687908.63,87894201.06,C
5220405,São Simão,GO,30522513.7,181388234.69,B
3165008,São Tiago,MG,3053482.18,53510476.75,B
3165107,São Tomás de Aquino,MG,1201140.93,39410088.89,C
2412906,São Tomé,RN,19767249.0,70644557.44,B
4126108,São Tomé,PR,3824251.7,38947433.08,C
3165206,São Tomé das Letras,MG,429958.93,37513734.07,C
4319703,São Valentim,RS,2372563.42,30675751.42,A
4319711,São Valentim do Sul,RS,0.0,29124258.44,A+
1720499,São Valério,TO,564966.73,30872032.58,B
4319737,São Valério do Sul,RS,678571.44,25208813.6,A
4319752,São Vendelino,RS,5550253.88,45074588.96,A
2413003,São Vicente,RN,1726127.19,37807741.59,C
3551009,São Vicente,SP,338268795.67,1493150963.5,C
3165305,São Vicente de Minas,MG,2151540.19,41529768.45,B
2515401,São Vicente do Seridó,PB,11578904.62,52246561.93,n.e.
4319802,São Vicente do Sul,RS,4792055.3,53516792.44,A
2111706,São Vicente Ferrer,MA,364029.62,96045333.56,C
2613800,São Vicente Férrer,PE,5156982.54,82624788.34,B
2515302,Sapé,PB,145258161.58,198373638.91,C
2929602,Sapeaçu,BA,40718468.11,136185159.73,n.d.
5107875,Sapezal,MT,0.0,270451328.56,A+
4319901,Sapiranga,RS,73628234.87,348366159.12,A
4126207,Sapopema,PR,2308775.05,43415066.8,C
1507755,Sapucaia,PA,2148.32,47571413.23,C
3305406,Sapucaia,RJ,9064294.76,162665594.23,A
4320008,Sapucaia do Sul,RS,131312409.35,591265055.8,B
3165404,Sapucaí-Mirim,MG,3535260.58,38612538.42,B
3305505,Saquarema,RJ,23506172.24,3020741180.12,n.d.
4126256,Sarandi,PR,58192299.0,426502231.94,n.d.
4320107,Sarandi,RS,20484141.23,131342552.89,B
3551108,Sarapuí,SP,17320387.91,58456636.0,B
3165503,Sardoá,MG,1381135.34,38157127.84,C
3551207,Sarutaiá,SP,9921897.82,29949175.46,C
3165537,Sarzedo,MG,30238338.22,218830068.5,C
2929701,Sátiro Dias,BA,48729749.23,150394929.76,B
2708907,Satuba,AL,0.0,0.0,n.e.
2111722,Satubinha,MA,2250086.94,80373391.42,B
2929750,Saubara,BA,8965013.52,60992943.46,n.d.
4126272,Saudade do Iguaçu,PR,6773467.93,56252410.92,C
4217303,Saudades,SC,0.0,68709885.02,A+
2929800,Saúde,BA,20604558.87,54480629.31,C
4217402,Schroeder,SC,12136844.52,115409860.71,A
2929909,Seabra,BA,113885163.97,190345221.82,C
4217501,Seara,SC,15747481.25,118386590.02,B+
3551306,Sebastianópolis do Sul,SP,41229.02,43839711.17,n.d.
2210623,Sebastião Barros,PI,1191510.6,32976387.05,C
2930006,Sebastião Laranjeiras,BA,36608201.92,50607838.58,C
2210631,Sebastião Leal,PI,2222275.95,43064869.01,B
4320206,Seberi,RS,13683719.53,68252256.49,C
4320230,Sede Nova,RS,2604538.94,31899843.8,A
4320263,Segredo,RS,139583.43,38057542.37,B
4320305,Selbach,RS,3399394.89,38855537.79,A+
5007802,Selvíria,MS,43629863.06,100660359.02,C
3165560,Sem-Peixe,MG,1048466.3,25953523.12,B
1200500,Sena Madureira,AC,109304310.12,193722954.78,n.d.
2111748,Senador Alexandre Costa,MA,0.0,65631283.42,C
3165578,Senador Amaral,MG,5662228.68,38822931.72,A+
5220454,Senador Canedo,GO,129893612.88,1006485978.42,A+
3165602,Senador Cortes,MG,984221.62,27153157.35,A
2413102,Senador Elói de Souza,RN,157886.53,30260779.6,C
3165701,Senador Firmino,MG,0.0,39040966.94,n.d.
2413201,Senador Georgino Avelino,RN,5859553.99,30382044.75,A
1200450,Senador Guiomard,AC,32802397.14,89239776.62,C
3165800,Senador José Bento,MG,0.0,0.0,n.d.
1507805,Senador José Porfírio,PA,10627151.15,130550117.23,C
2111763,Senador La Rocque,MA,0.0,81247802.81,C
3165909,Senador Modestino Gonçalves,MG,2326466.36,29973675.02,C
2312700,Senador Pompeu,CE,27448461.08,117775096.79,B
2708956,Senador Rui Palmeira,AL,15598384.84,84227270.44,A
2312809,Senador Sá,CE,6741891.18,59472416.74,A
4320321,Senador Salgado Filho,RS,0.0,27600994.93,A+
4126306,Sengés,PR,19783617.16,109582340.33,A
2930105,Senhor do Bonfim,BA,56138399.75,304354878.41,B
